JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Journal des achats||20170101|40100000|Fournisseurs|401AGIR|Agir'H|D-2016-1069 Conseil|20170101|D-2016-1069 : agir h fiph 355e|0|355,00|||20180316||
AC|Journal des achats||20170111|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1071 Conseil|20170111|D-2016-1071 : capital formation rbt fifph 7397,13e|7397,13|0|||20180316||
AC|Journal des achats||20170101|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1069 Conseil|20170101|D-2016-1069 : agir h fiph 355e|355,00|0|||20180316||
AC|Journal des achats||20170107|40100000|Fournisseurs|401THCON|TH conseil|D-2016-1068 Conseil|20170107|D-2016-1068 : th conseil paca rbt fipfh 547,72e|0|547,72|||20180316||
AC|Journal des achats||20170107|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2016-1068 Conseil|20170107|D-2016-1068 : th conseil paca rbt fipfh 547,72e|91,29|0|||20180316||
AC|Journal des achats||20170107|60400000|Achats d'études et prestations de services|60410500|Sous-traitance FIPHFP|D-2016-1062 Conseil|20170107|D-2016-1062 : th conseil corse rbt fipfh 1917,90e|1598,25|0|||20180316||
AC|Journal des achats||20170107|40100000|Fournisseurs|401THCON|TH conseil|D-2016-1062 Conseil|20170107|D-2016-1062 : th conseil corse rbt fipfh 1917,90e|0|1917,90|||20180316||
AC|Journal des achats||20170114|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2016-1093 Conseil|20170114|D-2016-1093 : area novembre 54,60e|8,40|0|||20180316||
AC|Journal des achats||20170114|40100000|Fournisseurs|401AREA|area|D-2016-1093 Conseil|20170114|D-2016-1093 : area novembre 54,60e|0|54,60|||20180316||
AC|Journal des achats||20170114|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2016-1093 Conseil|20170114|D-2016-1093 : area novembre 54,60e|46,20|0|||20180316||
AC|Journal des achats||20170115|60400000|Achats d'études et prestations de services|60410100|Sous-traitance conseil|D-2016-1141 Conseil|20170115|D-2016-1141 : Katrien traduc fr/néerlandais 80e|80,00|0|||20180316||
AC|Journal des achats||20170115|40100000|Fournisseurs|401DIVER|FOURNISSEUR DIVERS|D-2016-1141 Conseil|20170115|D-2016-1141 : Katrien traduc fr/néerlandais 80e|0|80,00|||20180316||
AC|Journal des achats||20170105|40100000|Fournisseurs|401BAYA|Baya Consulting|D-2016-1140 FC|20170105|D-2016-1140 : baya interv. entpe 2450e|0|2450,00|A||20180316||
AC|Journal des achats||20170105|60400000|Achats d'études et prestations de services|60410000|Ach. Prestations de formation|D-2016-1140 FC|20170105|D-2016-1140 : baya interv. entpe 2450e|2450,00|0|||20180316||
CA|Crédit Agricole||20170102|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Virement Unitair N°1700200043413  - Frais  - |0,21|0|||20180316||
CA|Crédit Agricole||20170102|51200000|Banques|51214000|Crédit agricole| ||Virement Emis  - Web Nicomak Pour Placement  - Pour Placement  - 02/01/2017  - |0|20000,00|||20180316||
CA|Crédit Agricole||20170102|51200000|Banques|51214000|Crédit agricole| ||Virement Unitair N°1700200043413  - Frais  - |0|0,21|||20180316||
Livret CPRO CA|Journal de banque||20170102|58100000|Virement de fonds|58100000|Virement de fonds| ||Virement En Votre Faveur  - Pour Placement Nicomak  - Pour Placement -  |0|20000,00|||20180316||
VE|Journal des ventes||20170102|41100000|Clients|411GRAND|Grand Poitiers|2017-001 Conseil|20170102|2017-001 : Accompagnement individuel d'une cadre - heures supplémentaires|1260,00|0|A||20180316||
VE|Journal des ventes||20170102|70600000|Prestations de services|70600200|PS Conseil 19.6%|2017-002 Conseil|20170102|2017-002 : Mission d'Alexandre|0|249,96|||20180316||
CA|Crédit Agricole||20170102|51200000|Banques|51214000|Crédit agricole| ||Virement Emis  - Web Geoffroy Murat - Sog Salaire  - Salaire Geoffroy Janvier 1/2  - 02/01/2017  - |0|800,00|||20180316||
CA|Crédit Agricole||20170102|58100000|Virement de fonds|58100000|Virement de fonds| ||Virement Emis  - Web Nicomak Pour Placement  - Pour Placement  - 02/01/2017  - |20000,00|0|||20180316||
Livret CPRO CA|Journal de banque||20170102|51200000|Banques|512|Banques| ||Virement En Votre Faveur  - Pour Placement Nicomak  - Pour Placement -  |20000,00|0|||20180316||
CA|Crédit Agricole||20170102|42100000|Personnel - rémunérations dues|421MUR|Salaire Murat| ||Virement Emis  - Web Geoffroy Murat - Sog Salaire  - Salaire Geoffroy Janvier 1/2  - 02/01/2017  - |800,00|0|||20180316||
VE|Journal des ventes||20170102|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2017-002 Conseil|20170102|2017-002 : Mission d'Alexandre|0|49,99|||20180316||
VE|Journal des ventes||20170102|41100000|Clients|411BOR|Born to learn|2017-002 Conseil|20170102|2017-002 : Mission d'Alexandre|299,95|0|A||20180316||
VE|Journal des ventes||20170102|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2017-001 Conseil|20170102|2017-001 : Accompagnement individuel d'une cadre - heures supplémentaires|0|210,00|||20180316||
VE|Journal des ventes||20170102|70600000|Prestations de services|70600200|PS Conseil 19.6%|2017-001 Conseil|20170102|2017-001 : Accompagnement individuel d'une cadre - heures supplémentaires|0|1050,00|||20180316||
CA|Crédit Agricole||20170103|51200000|Banques|51214000|Crédit agricole| ||Assurance Pret Profession.01/17  - Prelevement  - |0|43,50|||20180316||
CA|Crédit Agricole||20170103|51200000|Banques|51214000|Crédit agricole| ||9110010  - Cheque Emis  - |0|954,00|||20180316||
CA|Crédit Agricole||20170103|51200000|Banques|51214000|Crédit agricole|D-2017-0003 FG|20161225|Free Mobile  - Prelevmnt  - Fr07zzz591778  - Fm-20220316-1  - |0|19,99|||20180316||
SG|Société Générale||20170103|51200000|Banques|51215000|Soge| ||COMMISSIONS ET FRAIS DIVERS|0|42,42|||20180316||
SG|Société Générale||20170103|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||COMMISSIONS ET FRAIS DIVERS|42,42|0|||20180316||
CA|Crédit Agricole||20170103|40100000|Fournisseurs|401FREE|FREE|D-2017-0003 FG|20161225|Free Mobile  - Prelevmnt  - Fr07zzz591778  - Fm-20220316-1  - |19,99|0|||20180316||
CA|Crédit Agricole||20170103|62200000|Rémunérations d'intermédiaires et honoraires|62261000|Honoraires commissaire aux com| ||9110010  - Cheque Emis  - |954,00|0|||20180316||
CA|Crédit Agricole||20170103|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Assurance Pret Profession.01/17  - Prelevement  - |43,50|0|||20180316||
AC|Journal des achats||20170104|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2017-0007 FG|20170104|D-2017-0007 : cotisation sante au travail 108e|18,00|0|||20180316||
AC|Journal des achats||20170115|62200000|Rémunérations d'intermédiaires et honoraires|62261000|Honoraires commissaire aux com|D-2017-0019 FG|20170115|D-2017-0019 : cabinet comptable commissaire aux comptes 1956e|1630,00|0|||20180316||
AC|Journal des achats||20170104|62800000|Divers|62810000|Cotisations professionnelles|D-2017-0007 FG|20170104|D-2017-0007 : cotisation sante au travail 108e|90,00|0|||20180316||
CA|Crédit Agricole||20170104|40100000|Fournisseurs|401BUS|Business France|D-2016-945 FG|20161031|7384529  - Cheque Emis  - |2577,62|0|||20180316||
AC|Journal des achats||20170104|40100000|Fournisseurs|401SSTS|Service de Santé au Travail en Savoie|D-2017-0007 FG|20170104|D-2017-0007 : cotisation sante au travail 108e|0|108,00|A||20180316||
CA|Crédit Agricole||20170104|51200000|Banques|51214000|Crédit agricole|D-2016-945 FG|20161031|7384529  - Cheque Emis  - |0|2577,62|||20180316||
AC|Journal des achats||20170115|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2017-0019 FG|20170115|D-2017-0019 : cabinet comptable commissaire aux comptes 1956e|326,00|0|||20180316||
AC|Journal des achats||20170115|40100000|Fournisseurs|401PEGAZ|Cabinet PEGAZ-FIORNET|D-2017-0019 FG|20170115|D-2017-0019 : cabinet comptable commissaire aux comptes 1956e|0|1956,00|||20180316||
CA|Crédit Agricole||20170105|51200000|Banques|51214000|Crédit agricole| ||Virement Emis  - Web Celine Gindre Complement Sal  - Complement Salaire Dec Celine  - 05/01/2017  - |0|369,40|||20180316||
CA|Crédit Agricole||20170105|51200000|Banques|51214000|Crédit agricole| ||Virement Emis  - Web Geoffroy Murat - Sog Complem  - Complement Salaire Dec  - 06/01/2017  - |0|918,73|||20180316||
CA|Crédit Agricole||20170105|51200000|Banques|51214000|Crédit agricole| ||Autofirst  - Prelevmnt  - Fr22zzz423116  - 000002284143ti0003883266  - |0|165,13|||20180316||
CA|Crédit Agricole||20170105|51200000|Banques|51214000|Crédit agricole| ||Virement Unitair N°1700500421568  - Frais  - |0|0,21|||20180316||
CA|Crédit Agricole||20170105|16400000|Emprunts auprès des établissements de crédit|16440000|Emprunt Alize 25KE 2016| ||Chambre De Commerce  - Prelevmnt  - Alize Savoie  - Fr21zzz123404  - Nicomak  - |833,33|0|||20180316||
CA|Crédit Agricole||20170105|42100000|Personnel - rémunérations dues|421MUR|Salaire Murat| ||Virement Emis  - Web Geoffroy Murat - Sog Complem  - Complement Salaire Dec  - 06/01/2017  - |918,73|0|||20180316||
CA|Crédit Agricole||20170105|42100000|Personnel - rémunérations dues|421GIND|Salaire Gindre| ||Virement Emis  - Web Celine Gindre Complement Sal  - Complement Salaire Dec Celine  - 05/01/2017  - |369,40|0|||20180316||
CA|Crédit Agricole||20170105|40100000|Fournisseurs|401FREE|FREE|D-2017-0023 FG|20170102|Free Telecom  - Prelevmnt  - Free Hautdebit 677185285  - Fr83zzz459654  - 19257561  - |32,40|0|A||20180316||
CA|Crédit Agricole||20170105|51200000|Banques|51214000|Crédit agricole|D-2017-0023 FG|20170102|Free Telecom  - Prelevmnt  - Free Hautdebit 677185285  - Fr83zzz459654  - 19257561  - |0|32,40|||20180316||
CA|Crédit Agricole||20170105|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Virement Unitair N°1700500421568  - Frais  - |0,21|0|||20180316||
CA|Crédit Agricole||20170105|51200000|Banques|51214000|Crédit agricole| ||Chambre De Commerce  - Prelevmnt  - Alize Savoie  - Fr21zzz123404  - Nicomak  - |0|833,33|||20180316||
CA|Crédit Agricole||20170105|61600000|Primes d'assurances|61630000|Assurance véhicule| ||Autofirst  - Prelevmnt  - Fr22zzz423116  - 000002284143ti0003883266  - |165,13|0|||20180316||
CA|Crédit Agricole||20170106|51200000|Banques|51214000|Crédit agricole| ||Carte Hors Euro  N°1700600162693  - Frais  - |0|0,84|||20180316||
CA|Crédit Agricole||20170106|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Carte Hors Euro  N°1700600162693  - Frais  - |0,84|0|||20180316||
CA|Crédit Agricole||20170106|40100000|Fournisseurs|401AIRB|Air B&B|D-2016-892 FG|20161018|Airbnb San Francisco       05/01  - Paiement Par Carte  - |17,10|0|||20180316||
CA|Crédit Agricole||20170106|51200000|Banques|51214000|Crédit agricole|D-2016-892 FG|20161018|Airbnb San Francisco       05/01  - Paiement Par Carte  - |0|17,10|||20180316||
CA|Crédit Agricole||20170109|51200000|Banques|51214000|Crédit agricole|D-2017-0013 FG|20161229|Orange  - Prelevmnt  - Votre Abonnement Fixe: 04xxxxx629 (  - Facture: Xxxxx6296j5) - P  - Fr18zzz002305  - M0036781040  - |0|60,76|||20180316||
CA|Crédit Agricole||20170109|51200000|Banques|51214000|Crédit agricole|D-2017-0014 FG|20161229|Orange  - Prelevmnt  - Votre Abonnement Fixe: 04xxxxx994 (  - Facture: Xxxxx9946j5) - P  - Fr18zzz002305  - M0036781039  - |0|30,00|||20180316||
CA|Crédit Agricole||20170109|40100000|Fournisseurs|401ORANG|Orange|D-2017-0014 FG|20161229|Orange  - Prelevmnt  - Votre Abonnement Fixe: 04xxxxx994 (  - Facture: Xxxxx9946j5) - P  - Fr18zzz002305  - M0036781039  - |30,00|0|M||20180316||
CA|Crédit Agricole||20170109|51200000|Banques|51214000|Crédit agricole|D-2017-0028 FG|20170106|Le K'ozzie Les Marches     06/01  - Paiement Par Carte  - |0|58,50|||20180316||
CA|Crédit Agricole||20170109|51200000|Banques|51214000|Crédit agricole| ||Viadeo 75 Paris            07/01  - Paiement Par Carte  - |0|71,40|||20180316||
CA|Crédit Agricole||20170109|41100000|Clients|411VIL|Ville et communauté urbaine de Strasbourg|2016-306 Conseil|20161201|Recette Des Finances Strasbourg  - Virement En Votre Faveur  - Fact 2016-306 Du 01.12.16dnveloppem - Ent Nouvelle Ve Optimixeurometropol  - E Strasbourg  - 160670580001002017-01-0541765  - Eurometropole Strasbourg -      |0|12960,00|||20180316||
CA|Crédit Agricole||20170109|51200000|Banques|51214000|Crédit agricole| ||V - Predica  - Prelevmnt  - De88196727669946/01/ucp132170103/pr  - Edicaaccordance Multisupports  - Prime Period. Ucmad1ucmad1  - Fr88zzz237434  - /81000574659/26102013/01  - |0|32,34|||20180316||
CA|Crédit Agricole||20170109|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Eng Garantie     N°1700900047333  - Prelevement  - |29,48|0|||20180316||
CA|Crédit Agricole||20170109|40100000|Fournisseurs|401DIVER|FOURNISSEUR DIVERS|D-2017-0028 FG|20170106|Le K'ozzie Les Marches     06/01  - Paiement Par Carte  - |58,50|0|G||20180316||
CA|Crédit Agricole||20170109|64400000|Rémunération Gérant|64411000|Loi Madelin Gérante| ||V - Predica  - Prelevmnt  - De88196727669946/01/ucp132170103/pr  - Edicaaccordance Multisupports  - Prime Period. Ucmad1ucmad1  - Fr88zzz237434  - /81000574659/26102013/01  - |32,34|0|||20180316||
CA|Crédit Agricole||20170109|51200000|Banques|51214000|Crédit agricole| ||Eng Garantie     N°1700900047333  - Prelevement  - |0|29,48|||20180316||
CA|Crédit Agricole||20170109|40100000|Fournisseurs|401ORANG|Orange|D-2017-0013 FG|20161229|Orange  - Prelevmnt  - Votre Abonnement Fixe: 04xxxxx629 (  - Facture: Xxxxx6296j5) - P  - Fr18zzz002305  - M0036781040  - |60,76|0|N||20180316||
CA|Crédit Agricole||20170109|40100000|Fournisseurs|401VIADE|VIADEO| ||Viadeo 75 Paris            07/01  - Paiement Par Carte  - |71,40|0|||20180316||
CA|Crédit Agricole||20170109|51200000|Banques|51214000|Crédit agricole|2016-306 Conseil|20161201|Recette Des Finances Strasbourg  - Virement En Votre Faveur  - Fact 2016-306 Du 01.12.16dnveloppem - Ent Nouvelle Ve Optimixeurometropol  - E Strasbourg  - 160670580001002017-01-0541765  - Eurometropole Strasbourg -      |12960,00|0|||20180316||
CA|Crédit Agricole||20170110|16400000|Emprunts auprès des établissements de crédit|16460000|Emprunt CRCA 2015| ||00000808048 Capital     10/01/17  - Remboursement De Pret  - |970,22|0|||20180316||
CA|Crédit Agricole||20170110|40100000|Fournisseurs|401CAB|Cabinet d'avocats Bertolo|D-2016-1138 FG|20161109|Virement Emis  - Web Cabinet Bertolo Facture Fc51  - Facture Fc51411  - 11/01/2017  - |1500,00|0|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole|2016-307 Conseil|20161201|Recette Des Finances Strasbourg  - Virement En Votre Faveur  - Fact 2016-307 Du 01 12 16demarche M - Obilite Durable Hebergemeneurometro  - Pole Strasbourg  - 160670580001002017-01-0642851  - Eurometropole Strasbourg -      |4104,00|0|||20180316||
SG|Société Générale||20170110|16400000|Emprunts auprès des établissements de crédit|16450000|Emprunt Soge 2015| ||ECHEANCE CREDITS|2123,47|0|||20180316||
CA|Crédit Agricole||20170110|16400000|Emprunts auprès des établissements de crédit|16420000|Emprunt CA 40KE 2012| ||00000523215 Capital     10/01/17  - Remboursement De Pret  - |712,76|0|||20180316||
SG|Société Générale||20170110|51200000|Banques|51215000|Soge| ||ECHEANCE CREDITS|0|2123,47|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole|D-2016-1138 FG|20161109|Virement Emis  - Web Cabinet Bertolo Facture Fc51  - Facture Fc51411  - 11/01/2017  - |0|1500,00|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole|D-2017-0017 Conseil|20160129|Virement Emis  - Web Eolas Facture 1612003797  - Facture 1612003797  - 11/01/2017  - |0|294,04|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole|D-2016-1139 FG|20161216|Virement Emis  - Web Villi Imprimerie Bea Facture  - Facture 2016.3122  - 11/01/2017  - |0|86,40|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole| ||00000808048 Interets    10/01/17  - Remboursement De Pret  - |0|48,43|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole|D-2017-0073 FG|20170109|Sarl Mika St Genis Pouil   09/01  - Paiement Par Carte  - |0|99,50|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole| ||00000523215 Interets    10/01/17  - Remboursement De Pret  - |0|9,55|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole| ||00000523215 Capital     10/01/17  - Remboursement De Pret  - |0|712,76|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole| ||00000808048 Capital     10/01/17  - Remboursement De Pret  - |0|970,22|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole| ||Virement Unitair N°1701000061930  - Frais  - |0|0,21|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole| ||Virement Unitair N°1701000061931  - Frais  - |0|0,21|||20180316||
CA|Crédit Agricole||20170110|66100000|Charges d'intérêts|66110000|Intérets des emprunts| ||00000808048 Interets    10/01/17  - Remboursement De Pret  - |48,43|0|||20180316||
CA|Crédit Agricole||20170110|40100000|Fournisseurs|401IMPRI|Imprimerie Villiere|D-2016-1139 FG|20161216|Virement Emis  - Web Villi Imprimerie Bea Facture  - Facture 2016.3122  - 11/01/2017  - |86,40|0|||20180316||
CA|Crédit Agricole||20170110|40100000|Fournisseurs|401DIVER|FOURNISSEUR DIVERS|D-2017-0073 FG|20170109|Sarl Mika St Genis Pouil   09/01  - Paiement Par Carte  - |99,50|0|F||20180316||
CA|Crédit Agricole||20170110|66100000|Charges d'intérêts|66110000|Intérets des emprunts| ||00000523215 Interets    10/01/17  - Remboursement De Pret  - |9,55|0|||20180316||
CA|Crédit Agricole||20170110|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Virement Unitair N°1701000061932  - Frais  - |0,21|0|||20180316||
CA|Crédit Agricole||20170110|51200000|Banques|51214000|Crédit agricole| ||Virement Unitair N°1701000061932  - Frais  - |0|0,21|||20180316||
CA|Crédit Agricole||20170110|41100000|Clients|411COMMU|Communauté Urbaine de Strasbourg|2016-307 Conseil|20161201|Recette Des Finances Strasbourg  - Virement En Votre Faveur  - Fact 2016-307 Du 01 12 16demarche M - Obilite Durable Hebergemeneurometro  - Pole Strasbourg  - 160670580001002017-01-0642851  - Eurometropole Strasbourg -      |0|4104,00|||20180316||
CA|Crédit Agricole||20170110|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Virement Unitair N°1701000061931  - Frais  - |0,21|0|||20180316||
CA|Crédit Agricole||20170110|40100000|Fournisseurs|401EOL|Eolas|D-2017-0017 Conseil|20160129|Virement Emis  - Web Eolas Facture 1612003797  - Facture 1612003797  - 11/01/2017  - |294,04|0|J||20180316||
CA|Crédit Agricole||20170110|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Virement Unitair N°1701000061930  - Frais  - |0,21|0|||20180316||
CA|Crédit Agricole||20170111|40100000|Fournisseurs|401DIVER|FOURNISSEUR DIVERS|D-2017-0076 FG|20170110|Regie Bpnl Aut Caluire Et  10/01  - Paiement Par Carte  - |2,10|0|E||20180316||
CA|Crédit Agricole||20170111|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Virement Unitair N°1701100037589  - Frais  - |0,21|0|||20180316||
VE|Journal des ventes||20170111|70600000|Prestations de services|70600200|PS Conseil 19.6%|2017-003 Conseil|20170111|2017-003 : prise en charge formation laura|0|336,00|||20180316||
CA|Crédit Agricole||20170111|45500000|Compte courant|45510000|C/c Associé BONIFACE Myriam| ||Uber 75 Paris              10/01  - Paiement Par Carte  - |11,24|0|||20180316||
CA|Crédit Agricole||20170111|51200000|Banques|51214000|Crédit agricole|2017-119 FC|20170606|Sarl Apollo Ssc Apollo Editions  - Virement En Votre Faveur  - Apollo Editions Ventes 4eme Trim16 - Apollo Editions Ventes 4eme Trim16  -   |12,24|0|||20180316||
CA|Crédit Agricole||20170111|64400000|Rémunération Gérant|64410003|CIPAV gérante| ||C.I.P.A.V  - Prelevmnt  - 20091134615389  - Fr98zzz423785  - Rumci2009113461538915112015  - |1116,80|0|||20180316||
CA|Crédit Agricole||20170111|42100000|Personnel - rémunérations dues|421BONI|Salaire Boniface Myriam| ||Virement Emis  - Web Myriam Boniface Avance Salai  - Avance Salaire Janvierfevrier Myria  - 11/01/2017  - |800,00|0|||20180316||
CA|Crédit Agricole||20170111|40100000|Fournisseurs|401DIVER|FOURNISSEUR DIVERS| ||Petit Casino St Baldoph    10/01  - Paiement Par Carte  - |16,72|0|||20180316||
CA|Crédit Agricole||20170111|51200000|Banques|51214000|Crédit agricole| ||Virement Unitair N°1701100037589  - Frais  - |0|0,21|||20180316||
CA|Crédit Agricole||20170111|51200000|Banques|51214000|Crédit agricole| ||Virement Unitair N°1701100037590  - Frais  - |0|0,21|||20180316||
CA|Crédit Agricole||20170111|51200000|Banques|51214000|Crédit agricole| ||Uber 75 Paris              10/01  - Paiement Par Carte  - |0|11,24|||20180316||
CA|Crédit Agricole||20170111|51200000|Banques|51214000|Crédit agricole|D-2017-0076 FG|20170110|Regie Bpnl Aut Caluire Et  10/01  - Paiement Par Carte  - |0|2,10|||20180316||
CA|Crédit Agricole||20170111|41100000|Clients|411APO|Apollo editions|2017-119 FC|20170606|Sarl Apollo Ssc Apollo Editions  - Virement En Votre Faveur  - Apollo Editions Ventes 4eme Trim16 - Apollo Editions Ventes 4eme Trim16  -   |0|12,24|A||20180316||
CA|Crédit Agricole||20170111|51200000|Banques|51214000|Crédit agricole| ||Petit Casino St Baldoph    10/01  - Paiement Par Carte  - |0|16,72|||20180316||
CA|Crédit Agricole||20170111|51200000|Banques|51214000|Crédit agricole| ||Virement Emis  - Web Geoffroy Murat - Sog Avance  - Avance Sur Salaire Janvier Geoffroy  - 11/01/2017  - |0|2000,00|||20180316||
CA|Crédit Agricole||20170111|51200000|Banques|51214000|Crédit agricole| ||C.I.P.A.V  - Prelevmnt  - 20091134615389  - Fr98zzz423785  - Rumci2009113461538915112015  - |0|1116,80|||20180316||
